        f (GHz),               V_inc[1] (V),               Re{V[1]} (V),               Im{V[1]} (V),               Re{V[2]} (V),               Im{V[2]} (V)
 2.30000000e+01,        +7.071067811865e+00,        +1.182265359949e+01,        +1.027210963224e+00,        +1.108765496435e+00,        -4.965036567524e+00
 2.40000000e+01,        +7.071067811865e+00,        +1.196091297462e+01,        +8.275780006473e-01,        +8.656874050623e-01,        -4.915381430475e+00
 2.50000000e+01,        +7.071067811865e+00,        +1.208361686936e+01,        +6.211870974591e-01,        +6.341871820862e-01,        -4.856301284862e+00
 2.60000000e+01,        +7.071067811865e+00,        +1.219103978002e+01,        +4.093961231112e-01,        +4.140497627427e-01,        -4.789053290593e+00
 2.70000000e+01,        +7.071067811865e+00,        +1.228353073683e+01,        +1.934364762249e-01,        +2.049874971172e-01,        -4.714769446973e+00
 2.80000000e+01,        +7.071067811865e+00,        +1.236149463741e+01,        -2.557972704192e-02,        +6.658745248695e-03,        -4.634463796461e+00
 2.90000000e+01,        +7.071067811865e+00,        +1.242537668423e+01,        -2.466515424968e-01,        -1.813166326050e-01,        -4.549040545982e+00
 3.00000000e+01,        +7.071067811865e+00,        +1.247564956715e+01,        -4.688806463789e-01,        -3.593445318685e-01,        -4.459302624678e+00
 3.10000000e+01,        +7.071067811865e+00,        +1.251280303359e+01,        -6.914626993219e-01,        -5.278462487900e-01,        -4.365960321470e+00
 3.20000000e+01,        +7.071067811865e+00,        +1.253733550710e+01,        -9.136788813171e-01,        -6.872501756712e-01,        -4.269639746698e+00
 3.30000000e+01,        +7.071067811865e+00,        +1.254974744187e+01,        -1.134887773087e+00,        -8.379852342526e-01,        -4.170890942165e+00
 3.40000000e+01,        +7.071067811865e+00,        +1.255053613274e+01,        -1.354517697131e+00,        -9.804757672471e-01,        -4.070195525942e+00
 3.50000000e+01,        +7.071067811865e+00,        +1.254019173375e+01,        -1.572059584511e+00,        -1.115137641385e+00,        -3.967973805419e+00
 3.60000000e+01,        +7.071067811865e+00,        +1.251919427065e+01,        -1.787060398358e+00,        -1.242375348013e+00,        -3.864591327072e+00
 3.70000000e+01,        +7.071067811865e+00,        +1.248801146367e+01,        -1.999117119756e+00,        -1.362579917966e+00,        -3.760364856662e+00
 3.80000000e+01,        +7.071067811865e+00,        +1.244709720442e+01,        -2.207871283806e+00,        -1.476127495390e+00,        -3.655567801308e+00
 3.90000000e+01,        +7.071067811865e+00,        +1.239689055586e+01,        -2.413004041714e+00,        -1.583378440103e+00,        -3.550435096722e+00
 4.00000000e+01,        +7.071067811865e+00,        +1.233781516589e+01,        -2.614231717159e+00,        -1.684676849946e+00,        -3.445167590324e+00
