        f (GHz),               V_inc[1] (V),               Re{V[1]} (V),               Im{V[1]} (V),               Re{V[2]} (V),               Im{V[2]} (V)
 3.60000000e+00,        +7.071067811865e+00,        +7.361277626442e+00,        +4.699780392659e-02,        +1.495362478277e+00,        -6.843277668227e+00
 3.70000000e+00,        +7.071067811865e+00,        +7.362571893172e+00,        +3.632034062817e-02,        +1.237190964903e+00,        -6.893260709446e+00
 3.80000000e+00,        +7.071067811865e+00,        +7.362949762668e+00,        +2.555618147574e-02,        +9.773813572272e-01,        -6.933526453328e+00
 3.90000000e+00,        +7.071067811865e+00,        +7.362406098265e+00,        +1.477806483185e-02,        +7.162965218530e-01,        -6.964022199187e+00
 4.00000000e+00,        +7.071067811865e+00,        +7.360941462499e+00,        +4.059009757910e-03,        +4.543010442136e-01,        -6.984708492167e+00
 4.10000000e+00,        +7.071067811865e+00,        +7.358562132792e+00,        -6.528128175319e-03,        +1.917607779361e-01,        -6.995559186000e+00
 4.20000000e+00,        +7.071067811865e+00,        +7.355280082507e+00,        -1.691110191602e-02,        -7.095760875774e-02,        -6.996561494531e+00
 4.30000000e+00,        +7.071067811865e+00,        +7.351112927353e+00,        -2.701871613424e-02,        -3.334870899185e-01,        -6.987716031802e+00
 4.40000000e+00,        +7.071067811865e+00,        +7.346083837323e+00,        -3.678126593561e-02,        -5.954607422797e-01,        -6.969036840357e+00
 4.50000000e+00,        +7.071067811865e+00,        +7.340221414529e+00,        -4.613096843495e-02,        -8.565122094453e-01,        -6.940551407350e+00
 4.60000000e+00,        +7.071067811865e+00,        +7.333559537508e+00,        -5.500238456463e-02,        -1.116276170028e+00,        -6.902300667948e+00
 4.70000000e+00,        +7.071067811865e+00,        +7.326137172748e+00,        -6.333282853191e-02,        -1.374388809842e+00,        -6.854338995430e+00
 4.80000000e+00,        +7.071067811865e+00,        +7.317998154406e+00,        -7.106276239227e-02,        -1.630488298181e+00,        -6.796734177319e+00
 4.90000000e+00,        +7.071067811865e+00,        +7.309190933349e+00,        -7.813617327264e-02,        -1.884215268104e+00,        -6.729567376813e+00
 5.00000000e+00,        +7.071067811865e+00,        +7.299768296857e+00,        -8.450093085932e-02,        -2.135213300571e+00,        -6.652933078732e+00
 5.10000000e+00,        +7.071067811865e+00,        +7.289787060513e+00,        -9.010912286094e-02,        -2.383129412145e+00,        -6.566939019163e+00
 5.20000000e+00,        +7.071067811865e+00,        +7.279307733969e+00,        -9.491736626638e-02,        -2.627614545868e+00,        -6.471706097955e+00
 5.30000000e+00,        +7.071067811865e+00,        +7.268394162469e+00,        -9.888709234174e-02,        -2.868324064805e+00,        -6.367368273199e+00
 5.40000000e+00,        +7.071067811865e+00,        +7.257113146156e+00,        -1.019848034487e-01,        -3.104918247611e+00,        -6.254072436852e+00
 5.50000000e+00,        +7.071067811865e+00,        +7.245534039360e+00,        -1.041822999190e-01,        -3.337062785362e+00,        -6.131978270662e+00
 5.60000000e+00,        +7.071067811865e+00,        +7.233728332207e+00,        -1.054568753859e-01,        -3.564429278768e+00,        -6.001258081601e+00
 5.70000000e+00,        +7.071067811865e+00,        +7.221769217014e+00,        -1.057914791514e-01,        -3.786695734753e+00,        -5.862096616063e+00
 5.80000000e+00,        +7.071067811865e+00,        +7.209731142069e+00,        -1.051748443603e-01,        -4.003547061283e+00,        -5.714690852146e+00
 5.90000000e+00,        +7.071067811865e+00,        +7.197689355488e+00,        -1.036015809551e-01,        -4.214675559198e+00,        -5.559249769424e+00
 6.00000000e+00,        +7.071067811865e+00,        +7.185719441952e+00,        -1.010722325971e-01,        -4.419781409713e+00,        -5.395994095724e+00
 6.10000000e+00,        +7.071067811865e+00,        +7.173896855170e+00,        -9.759329696312e-02,        -4.618573156152e+00,        -5.225156030500e+00
 6.20000000e+00,        +7.071067811865e+00,        +7.162296449007e+00,        -9.317720905854e-02,        -4.810768178397e+00,        -5.046978944577e+00
 6.30000000e+00,        +7.071067811865e+00,        +7.150992010222e+00,        -8.784228742058e-02,        -4.996093158473e+00,        -4.861717056104e+00
 6.40000000e+00,        +7.071067811865e+00,        +7.140055795793e+00,        -8.161264333165e-02,        -5.174284535633e+00,        -4.669635082765e+00
 6.50000000e+00,        +7.071067811865e+00,        +7.129558077808e+00,        -7.451805340438e-02,        -5.345088949262e+00,        -4.471007870400e+00
 6.60000000e+00,        +7.071067811865e+00,        +7.119566698863e+00,        -6.659379614671e-02,        -5.508263667914e+00,        -4.266119998382e+00
 6.70000000e+00,        +7.071067811865e+00,        +7.110146640866e+00,        -5.788045336039e-02,        -5.663577002770e+00,        -4.055265362235e+00
 6.80000000e+00,        +7.071067811865e+00,        +7.101359610090e+00,        -4.842367746801e-02,        -5.810808703858e+00,        -3.838746734151e+00
 6.90000000e+00,        +7.071067811865e+00,        +7.093263641216e+00,        -3.827392610082e-02,        -5.949750337360e+00,        -3.616875302240e+00
 7.00000000e+00,        +7.071067811865e+00,        +7.085912722997e+00,        -2.748616550942e-02,        -6.080205642434e+00,        -3.389970189481e+00
 7.10000000e+00,        +7.071067811865e+00,        +7.079356448060e+00,        -1.611954458017e-02,        -6.201990866003e+00,        -3.158357953530e+00
 7.20000000e+00,        +7.071067811865e+00,        +7.073639689184e+00,        -4.237041449375e-03,        -6.314935074101e+00,        -2.922372068670e+00
 7.30000000e+00,        +7.071067811865e+00,        +7.068802304255e+00,        +8.094915096251e-03,        -6.418880438419e+00,        -2.682352391333e+00
 7.40000000e+00,        +7.071067811865e+00,        +7.064878871886e+00,        +2.080684706385e-02,        -6.513682496863e+00,        -2.438644610764e+00
 7.50000000e+00,        +7.071067811865e+00,        +7.061898459503e+00,        +3.382664900967e-02,        -6.599210387033e+00,        -2.191599686494e+00
 7.60000000e+00,        +7.071067811865e+00,        +7.059884425469e+00,        +4.708002742647e-02,        -6.675347051709e+00,        -1.941573274418e+00
 7.70000000e+00,        +7.071067811865e+00,        +7.058854256611e+00,        +6.049095495808e-02,        -6.741989415574e+00,        -1.688925143326e+00
 7.80000000e+00,        +7.071067811865e+00,        +7.058819442231e+00,        +7.398213653142e-02,        -6.799048532579e+00,        -1.434018583839e+00
 7.90000000e+00,        +7.071067811865e+00,        +7.059785385492e+00,        +8.747548441334e-02,        -6.846449703520e+00,        -1.177219811722e+00
 8.00000000e+00,        +7.071067811865e+00,        +7.061751352766e+00,        +1.008925991397e-01,        -6.884132563603e+00,        -9.188973675962e-01
 8.10000000e+00,        +7.071067811865e+00,        +7.064710461285e+00,        +1.141552532269e-01,        -6.912051139922e+00,        -6.594215150711e-01
 8.20000000e+00,        +7.071067811865e+00,        +7.068649705211e+00,        +1.271858745618e-01,        -6.930173878985e+00,        -3.991636393171e-01
 8.30000000e+00,        +7.071067811865e+00,        +7.073550019913e+00,        +1.399080263771e-01,        -6.938483644594e+00,        -1.384956480653e-01
 8.40000000e+00,        +7.071067811865e+00,        +7.079386384055e+00,        +1.522468807488e-01,        -6.936977686560e+00,        +1.222106230273e-01
 8.50000000e+00,        +7.071067811865e+00,        +7.086127958796e+00,        +1.641296826104e-01,        -6.925667580906e+00,        +3.825839987721e-01
 8.60000000e+00,        +7.071067811865e+00,        +7.093738263185e+00,        +1.754862013520e-01,        -6.904579142368e+00,        +6.422545448172e-01
 8.70000000e+00,        +7.071067811865e+00,        +7.102175384583e+00,        +1.862491671705e-01,        -6.873752310168e+00,        +9.008541382995e-01
 8.80000000e+00,        +7.071067811865e+00,        +7.111392222747e+00,        +1.963546894527e-01,        -6.833241008145e+00,        +1.158017027213e+00
 8.90000000e+00,        +7.071067811865e+00,        +7.121336765962e+00,        +2.057426546072e-01,        -6.783112980483e+00,        +1.413380377052e+00
 9.00000000e+00,        +7.071067811865e+00,        +7.131952397442e+00,        +2.143571009105e-01,        -6.723449604352e+00,        +1.666584803424e+00
 9.10000000e+00,        +7.071067811865e+00,        +7.143178230028e+00,        +2.221465680985e-01,        -6.654345680888e+00,        +1.917274889497e+00
 9.20000000e+00,        +7.071067811865e+00,        +7.154949467043e+00,        +2.290644196113e-01,        -6.575909206013e+00,        +2.165099687273e+00
 9.30000000e+00,        +7.071067811865e+00,        +7.167197787016e+00,        +2.350691355879e-01,        -6.488261122627e+00,        +2.409713201879e+00
 9.40000000e+00,        +7.071067811865e+00,        +7.179851749875e+00,        +2.401245749076e-01,        -6.391535055762e+00,        +2.650774858202e+00
 9.50000000e+00,        +7.071067811865e+00,        +7.192837222065e+00,        +2.442002047771e-01,        -6.285877032291e+00,        +2.887949949394e+00
 9.60000000e+00,        +7.071067811865e+00,        +7.206077817980e+00,        +2.472712965754e-01,        -6.171445186792e+00,        +3.120910066904e+00
 9.70000000e+00,        +7.071067811865e+00,        +7.219495355021e+00,        +2.493190868843e-01,        -6.048409455127e+00,        +3.349333511892e+00
 9.80000000e+00,        +7.071067811865e+00,        +7.233010319516e+00,        +2.503309028471e-01,        -5.916951257276e+00,        +3.572905688014e+00
 9.90000000e+00,        +7.071067811865e+00,        +7.246542340721e+00,        +2.503002512183e-01,        -5.777263170904e+00,        +3.791319475733e+00
 1.00000000e+01,        +7.071067811865e+00,        +7.260010670086e+00,        +2.492268706820e-01,        -5.629548597047e+00,        +4.004275588441e+00
 1.01000000e+01,        +7.071067811865e+00,        +7.273334662967e+00,        +2.471167472332e-01,        -5.474021419258e+00,        +4.211482910806e+00
 1.02000000e+01,        +7.071067811865e+00,        +7.286434259981e+00,        +2.439820926268e-01,        -5.310905657400e+00,        +4.412658819893e+00
 1.03000000e+01,        +7.071067811865e+00,        +7.299230465216e+00,        +2.398412861045e-01,        -5.140435117205e+00,        +4.607529489690e+00
 1.04000000e+01,        +7.071067811865e+00,        +7.311645818563e+00,        +2.347187798155e-01,        -4.962853036581e+00,        +4.795830179769e+00
 1.05000000e+01,        +7.071067811865e+00,        +7.323604859472e+00,        +2.286449685369e-01,        -4.778411729502e+00,        +4.977305508889e+00
 1.06000000e+01,        +7.071067811865e+00,        +7.335034579505e+00,        +2.216560244917e-01,        -4.587372228210e+00,        +5.151709714385e+00
 1.07000000e+01,        +7.071067811865e+00,        +7.345864861161e+00,        +2.137936982438e-01,        -4.390003924302e+00,        +5.318806898253e+00
 1.08000000e+01,        +7.071067811865e+00,        +7.356028900479e+00,        +2.051050868202e-01,        -4.186584209122e+00,        +5.478371260838e+00
 1.09000000e+01,        +7.071067811865e+00,        +7.365463611090e+00,        +1.956423703776e-01,        -3.977398113766e+00,        +5.630187323044e+00
 1.10000000e+01,        +7.071067811865e+00,        +7.374110007434e+00,        +1.854625188902e-01,        -3.762737948835e+00,        +5.774050137982e+00
 1.11000000e+01,        +7.071067811865e+00,        +7.381913565026e+00,        +1.746269704780e-01,        -3.542902943955e+00,        +5.909765492911e+00
 1.12000000e+01,        +7.071067811865e+00,        +7.388824555726e+00,        +1.632012831432e-01,        -3.318198886951e+00,        +6.037150102327e+00
 1.13000000e+01,        +7.071067811865e+00,        +7.394798356144e+00,        +1.512547618077e-01,        -3.088937762429e+00,        +6.156031792934e+00
 1.14000000e+01,        +7.071067811865e+00,        +7.399795727419e+00,        +1.388600626720e-01,        -2.855437389414e+00,        +6.266249681212e+00
 1.15000000e+01,        +7.071067811865e+00,        +7.403783064756e+00,        +1.260927770283e-01,        -2.618021057585e+00,        +6.367654344161e+00
 1.16000000e+01,        +7.071067811865e+00,        +7.406732615273e+00,        +1.130309967687e-01,        -2.377017161572e+00,        +6.460107983715e+00
 1.17000000e+01,        +7.071067811865e+00,        +7.408622662836e+00,        +9.975486392491e-02,        -2.132758832673e+00,        +6.543484585217e+00
 1.18000000e+01,        +7.071067811865e+00,        +7.409437678744e+00,        +8.634610666674e-02,        -1.885583567321e+00,        +6.617670070197e+00
 1.19000000e+01,        +7.071067811865e+00,        +7.409168437284e+00,        +7.288756426383e-02,        -1.635832851567e+00,        +6.682562443592e+00
 1.20000000e+01,        +7.071067811865e+00,        +7.407812095341e+00,        +5.946270358810e-02,        -1.383851780811e+00,        +6.738071935390e+00
 1.21000000e+01,        +7.071067811865e+00,        +7.405372235427e+00,        +4.615512979320e-02,        -1.129988674023e+00,        +6.784121136554e+00
 1.22000000e+01,        +7.071067811865e+00,        +7.401858871683e+00,        +3.304809385951e-02,        -8.745946816701e-01,        +6.820645128934e+00
 1.23000000e+01,        +7.071067811865e+00,        +7.397288418581e+00,        +2.022399973305e-02,        -6.180233866305e-01,        +6.847591608745e+00
 1.24000000e+01,        +7.071067811865e+00,        +7.391683622243e+00,        +7.763913816616e-03,        -3.606303973674e-01,        +6.864921003031e+00
 1.25000000e+01,        +7.071067811865e+00,        +7.385073454505e+00,        -4.252920410456e-03,        -1.027729327424e-01,        +6.872606578429e+00
 1.26000000e+01,        +7.071067811865e+00,        +7.377492970034e+00,        -1.574955986190e-02,        +1.551906021093e-01,        +6.870634541389e+00
 1.27000000e+01,        +7.071067811865e+00,        +7.368983127003e+00,        -2.665182862804e-02,        +4.129010493108e-01,        +6.859004128922e+00
 1.28000000e+01,        +7.071067811865e+00,        +7.359590572064e+00,        -3.688877131846e-02,        +6.699989415477e-01,        +6.837727688810e+00
 1.29000000e+01,        +7.071067811865e+00,        +7.349367390518e+00,        -4.639309024386e-02,        +9.261249553890e-01,        +6.806830748135e+00
 1.30000000e+01,        +7.071067811865e+00,        +7.338370822836e+00,        -5.510156376662e-02,        +1.180920374730e+00,        +6.766352068895e+00
 1.31000000e+01,        +7.071067811865e+00,        +7.326662948846e+00,        -6.295544321489e-02,        +1.434027564319e+00,        +6.716343689417e+00
 1.32000000e+01,        +7.071067811865e+00,        +7.314310341139e+00,        -6.990082583680e-02,        +1.685090453175e+00,        +6.656870950211e+00
 1.33000000e+01,        +7.071067811865e+00,        +7.301383689430e+00,        -7.588900136869e-02,        +1.933755027530e+00,        +6.588012502907e+00
 1.34000000e+01,        +7.071067811865e+00,        +7.287957397821e+00,        -8.087676990716e-02,        +2.179669832773e+00,        +6.509860300883e+00
 1.35000000e+01,        +7.071067811865e+00,        +7.274109157092e+00,        -8.482672890651e-02,        +2.422486483700e+00,        +6.422519570202e+00
 1.36000000e+01,        +7.071067811865e+00,        +7.259919494335e+00,        -8.770752727286e-02,        +2.661860182176e+00,        +6.326108759523e+00
 1.37000000e+01,        +7.071067811865e+00,        +7.245471302435e+00,        -8.949408469326e-02,        +2.897450241180e+00,        +6.220759467688e+00
 1.38000000e+01,        +7.071067811865e+00,        +7.230849352041e+00,        -9.016777452140e-02,        +3.128920614013e+00,        +6.106616347755e+00
 1.39000000e+01,        +7.071067811865e+00,        +7.216139788846e+00,        -8.971656874174e-02,        +3.355940427282e+00,        +5.983836986361e+00
 1.40000000e+01,        +7.071067811865e+00,        +7.201429619122e+00,        -8.813514374929e-02,        +3.578184516138e+00,        +5.852591757373e+00
 1.41000000e+01,        +7.071067811865e+00,        +7.186806186565e+00,        -8.542494591221e-02,        +3.795333960098e+00,        +5.713063648960e+00
 1.42000000e+01,        +7.071067811865e+00,        +7.172356643641e+00,        -8.159421612759e-02,        +4.007076617636e+00,        +5.565448063336e+00
 1.43000000e+01,        +7.071067811865e+00,        +7.158167420664e+00,        -7.665797283599e-02,        +4.213107657650e+00,        +5.409952588597e+00
 1.44000000e+01,        +7.071067811865e+00,        +7.144323695930e+00,        -7.063795322479e-02,        +4.413130085777e+00,        +5.246796742253e+00
 1.45000000e+01,        +7.071067811865e+00,        +7.130908870262e+00,        -6.356251262399e-02,        +4.606855263489e+00,        +5.076211686267e+00
 1.46000000e+01,        +7.071067811865e+00,        +7.118004049316e+00,        -5.546648237648e-02,        +4.794003417826e+00,        +4.898439913571e+00
 1.47000000e+01,        +7.071067811865e+00,        +7.105687537030e+00,        -4.639098674777e-02,        +4.974304139603e+00,        +4.713734906287e+00
 1.48000000e+01,        +7.071067811865e+00,        +7.094034343505e+00,        -3.638321972315e-02,        +5.147496867901e+00,        +4.522360766051e+00
 1.49000000e+01,        +7.071067811865e+00,        +7.083115710601e+00,        -2.549618282288e-02,        +5.313331358712e+00,        +4.324591817099e+00
 1.50000000e+01,        +7.071067811865e+00,        +7.072998658404e+00,        -1.378838534335e-02,        +5.471568135584e+00,        +4.120712182936e+00
 1.51000000e+01,        +7.071067811865e+00,        +7.063745555621e+00,        -1.323508703632e-03,        +5.621978920238e+00,        +3.911015337671e+00
 1.52000000e+01,        +7.071067811865e+00,        +7.055413716827e+00,        +1.182996316213e-02,        +5.764347041175e+00,        +3.695803633272e+00
 1.53000000e+01,        +7.071067811865e+00,        +7.048055029315e+00,        +2.559914517673e-02,        +5.898467818437e+00,        +3.475387804201e+00
 1.54000000e+01,        +7.071067811865e+00,        +7.041715612102e+00,        +3.990718183186e-02,        +6.024148922776e+00,        +3.250086451077e+00
 1.55000000e+01,        +7.071067811865e+00,        +7.036435509479e+00,        +5.467370459875e-02,        +6.141210707691e+00,        +3.020225505169e+00
 1.56000000e+01,        +7.071067811865e+00,        +7.032248421213e+00,        +6.981531319815e-02,        +6.249486512920e+00,        +2.786137675694e+00
 1.57000000e+01,        +7.071067811865e+00,        +7.029181471285e+00,        +8.524607771384e-02,        +6.348822938200e+00,        +2.548161881988e+00
 1.58000000e+01,        +7.071067811865e+00,        +7.027255016817e+00,        +1.008780583809e-01,        +6.439080086271e+00,        +2.306642672778e+00
 1.59000000e+01,        +7.071067811865e+00,        +7.026482498496e+00,        +1.166218397515e-01,        +6.520131774368e+00,        +2.061929634825e+00
 1.60000000e+01,        +7.071067811865e+00,        +7.026870333598e+00,        +1.323870758379e-01,        +6.591865713606e+00,        +1.814376793288e+00
 1.61000000e+01,        +7.071067811865e+00,        +7.028417852367e+00,        +1.480830427571e-01,        +6.654183655947e+00,        +1.564342006207e+00
 1.62000000e+01,        +7.071067811865e+00,        +7.031117278222e+00,        +1.636191953525e-01,        +6.707001508642e+00,        +1.312186355485e+00
 1.63000000e+01,        +7.071067811865e+00,        +7.034953751983e+00,        +1.789057242468e-01,        +6.750249416263e+00,        +1.058273536771e+00
 1.64000000e+01,        +7.071067811865e+00,        +7.039905399982e+00,        +1.938541097870e-01,        +6.783871810699e+00,        +8.029692505673e-01
 1.65000000e+01,        +7.071067811865e+00,        +7.045943445655e+00,        +2.083776693733e-01,        +6.807827429688e+00,        +5.466405968469e-01
 1.66000000e+01,        +7.071067811865e+00,        +7.053032363902e+00,        +2.223920947258e-01,        +6.822089304665e+00,        +2.896554753684e-01
 1.67000000e+01,        +7.071067811865e+00,        +7.061130077231e+00,        +2.358159757233e-01,        +6.826644718922e+00,        +3.238199375751e-02
 1.68000000e+01,        +7.071067811865e+00,        +7.070188192451e+00,        +2.485713075576e-01,        +6.821495137255e+00,        -2.248121147014e-01
 1.69000000e+01,        +7.071067811865e+00,        +7.080152276382e+00,        +2.605839780753e-01,        +6.806656108419e+00,        -4.815600617743e-01
 1.70000000e+01,        +7.071067811865e+00,        +7.090962168859e+00,        +2.717842323291e-01,        +6.782157141907e+00,        -7.374965618703e-01
 1.71000000e+01,        +7.071067811865e+00,        +7.102552331042e+00,        +2.821071115263e-01,        +6.748041560635e+00,        -9.922583750791e-01
 1.72000000e+01,        +7.071067811865e+00,        +7.114852226867e+00,        +2.914928637480e-01,        +6.704366331268e+00,        -1.245484834415e+00
 1.73000000e+01,        +7.071067811865e+00,        +7.127786735269e+00,        +2.998873240091e-01,        +6.651201873986e+00,        -1.496818356230e+00
 1.74000000e+01,        +7.071067811865e+00,        +7.141276590652e+00,        +3.072422614364e-01,        +6.588631853531e+00,        -1.745904932965e+00
 1.75000000e+01,        +7.071067811865e+00,        +7.155238848930e+00,        +3.135156915658e-01,        +6.516752953438e+00,        -1.992394607634e+00
 1.76000000e+01,        +7.071067811865e+00,        +7.169587376321e+00,        +3.186721519802e-01,        +6.435674635321e+00,        -2.235941929631e+00
 1.77000000e+01,        +7.071067811865e+00,        +7.184233358019e+00,        +3.226829397454e-01,        +6.345518885115e+00,        -2.476206391676e+00
 1.78000000e+01,        +7.071067811865e+00,        +7.199085823707e+00,        +3.255263093341e-01,        +6.246419948078e+00,        -2.712852847918e+00
 1.79000000e+01,        +7.071067811865e+00,        +7.214052186880e+00,        +3.271876299646e-01,        +6.138524054344e+00,        -2.945551913397e+00
 1.80000000e+01,        +7.071067811865e+00,        +7.229038794861e+00,        +3.276595015193e-01,        +6.021989136698e+00,        -3.173980345272e+00
 1.81000000e+01,        +7.071067811865e+00,        +7.243951486362e+00,        +3.269418284377e-01,        +5.896984542154e+00,        -3.397821406392e+00
 1.82000000e+01,        +7.071067811865e+00,        +7.258696153444e+00,        +3.250418512171e-01,        +5.763690738775e+00,        -3.616765211925e+00
 1.83000000e+01,        +7.071067811865e+00,        +7.273179304729e+00,        +3.219741353750e-01,        +5.622299019062e+00,        -3.830509059929e+00
 1.84000000e+01,        +7.071067811865e+00,        +7.287308626735e+00,        +3.177605179542e-01,        +5.473011201045e+00,        -4.038757746861e+00
 1.85000000e+01,        +7.071067811865e+00,        +7.300993540220e+00,        +3.124300118673e-01,        +5.316039328082e+00,        -4.241223869102e+00
 1.86000000e+01,        +7.071067811865e+00,        +7.314145748502e+00,        +3.060186685863e-01,        +5.151605368145e+00,        -4.437628111698e+00
 1.87000000e+01,        +7.071067811865e+00,        +7.326679774742e+00,        +2.985693998892e-01,        +4.979940913246e+00,        -4.627699525535e+00
 1.88000000e+01,        +7.071067811865e+00,        +7.338513485268e+00,        +2.901317595721e-01,        +4.801286879406e+00,        -4.811175794226e+00
 1.89000000e+01,        +7.071067811865e+00,        +7.349568596079e+00,        +2.807616862239e-01,        +4.615893207428e+00,        -4.987803491988e+00
 1.90000000e+01,        +7.071067811865e+00,        +7.359771159773e+00,        +2.705212083464e-01,        +4.424018564500e+00,        -5.157338333790e+00
 1.91000000e+01,        +7.071067811865e+00,        +7.369052030219e+00,        +2.594781132794e-01,        +4.225930046517e+00,        -5.319545419004e+00
 1.92000000e+01,        +7.071067811865e+00,        +7.377347302400e+00,        +2.477055815573e-01,        +4.021902880759e+00,        -5.474199469731e+00
 1.93000000e+01,        +7.071067811865e+00,        +7.384598724988e+00,        +2.352817884931e-01,        +3.812220128465e+00,        -5.621085064932e+00
 1.94000000e+01,        +7.071067811865e+00,        +7.390754083288e+00,        +2.222894749390e-01,        +3.597172386617e+00,        -5.759996871334e+00
 1.95000000e+01,        +7.071067811865e+00,        +7.395767550347e+00,        +2.088154893276e-01,        +3.377057488117e+00,        -5.890739872019e+00
 1.96000000e+01,        +7.071067811865e+00,        +7.399600004156e+00,        +1.949503032430e-01,        +3.152180199427e+00,        -6.013129593440e+00
 1.97000000e+01,        +7.071067811865e+00,        +7.402219308988e+00,        +1.807875029115e-01,        +2.922851914578e+00,        -6.126992331441e+00
 1.98000000e+01,        +7.071067811865e+00,        +7.403600559088e+00,        +1.664232591384e-01,        +2.689390344391e+00,        -6.232165376723e+00
