        f (GHz),               V_inc[1] (V),               Re{V[1]} (V),               Im{V[1]} (V),               Re{V[2]} (V),               Im{V[2]} (V)
 1.80000000e+01,        +7.071067811865e+00,        +1.086470693109e+01,        +1.888707050007e+00,        +2.529788919549e+00,        -5.020971161810e+00
 1.90000000e+01,        +7.071067811865e+00,        +1.108083328962e+01,        +1.751546823929e+00,        +2.230196209691e+00,        -5.044157996932e+00
 2.00000000e+01,        +7.071067811865e+00,        +1.128237474444e+01,        +1.598802531310e+00,        +1.941042660593e+00,        -5.049631780253e+00
 2.10000000e+01,        +7.071067811865e+00,        +1.146880461871e+01,        +1.432456242976e+00,        +1.662902135498e+00,        -5.039276532647e+00
 2.20000000e+01,        +7.071067811865e+00,        +1.163981810071e+01,        +1.254375091356e+00,        +1.396128096938e+00,        -5.014861989701e+00
 2.30000000e+01,        +7.071067811865e+00,        +1.179529582673e+01,        +1.066300092131e+00,        +1.140890076535e+00,        -4.978032423273e+00
 2.40000000e+01,        +7.071067811865e+00,        +1.193527086928e+01,        +8.698409300558e-01,        +8.972067282848e-01,        -4.930301440447e+00
 2.50000000e+01,        +7.071067811865e+00,        +1.205989943382e+01,        +6.664753259778e-01,        +6.649751614880e-01,        -4.873051373089e+00
 2.60000000e+01,        +7.071067811865e+00,        +1.216943530478e+01,        +4.575517971431e-01,        +4.439965123158e-01,        -4.807536066721e+00
 2.70000000e+01,        +7.071067811865e+00,        +1.226420790248e+01,        +2.442948226230e-01,        +2.339978926239e-01,        -4.734886077700e+00
 2.80000000e+01,        +7.071067811865e+00,        +1.234460369924e+01,        +2.781161474315e-02,        +3.465096826687e-02,        -4.656115477234e+00
 2.90000000e+01,        +7.071067811865e+00,        +1.241105067988e+01,        -1.909001328914e-01,        -1.544125173812e-01,        -4.572129630870e+00
 3.00000000e+01,        +7.071067811865e+00,        +1.246400550438e+01,        -4.109440036811e-01,        -3.335879319906e-01,        -4.483733468981e+00
 3.10000000e+01,        +7.071067811865e+00,        +1.250394302926e+01,        -6.315164829287e-01,        -5.032873104891e-01,        -4.391639886672e+00
 3.20000000e+01,        +7.071067811865e+00,        +1.253134785853e+01,        -8.518987096750e-01,        -6.639309492814e-01,        -4.296478011711e+00
 3.30000000e+01,        +7.071067811865e+00,        +1.254670762005e+01,        -1.071448536129e+00,        -8.159407335783e-01,        -4.198801158960e+00
 3.40000000e+01,        +7.071067811865e+00,        +1.255050769257e+01,        -1.289593013191e+00,        -9.597349228677e-01,        -4.099094352026e+00
 3.50000000e+01,        +7.071067811865e+00,        +1.254322714078e+01,        -1.505821373099e+00,        -1.095724151361e+00,        -3.997781340417e+00
 3.60000000e+01,        +7.071067811865e+00,        +1.252533564668e+01,        -1.719678544746e+00,        -1.224308431721e+00,        -3.895231075948e+00
 3.70000000e+01,        +7.071067811865e+00,        +1.249729125536e+01,        -1.930759211338e+00,        -1.345874980154e+00,        -3.791763638059e+00
 3.80000000e+01,        +7.071067811865e+00,        +1.245953878044e+01,        -2.138702401780e+00,        -1.460796708227e+00,        -3.687655615891e+00
 3.90000000e+01,        +7.071067811865e+00,        +1.241250873845e+01,        -2.343186594633e+00,        -1.569431251239e+00,        -3.583144967430e+00
 4.00000000e+01,        +7.071067811865e+00,        +1.235661670301e+01,        -2.543925305497e+00,        -1.672120424467e+00,        -3.478435383908e+00
