        f (GHz),               V_inc[1] (V),               Re{V[1]} (V),               Im{V[1]} (V),               Re{V[2]} (V),               Im{V[2]} (V)
 2.50000000e+01,        +7.071067811865e+00,        +1.205638913925e+01,        +6.686940151713e-01,        +6.541333985307e-01,        -4.908015353271e+00
 2.60000000e+01,        +7.071067811865e+00,        +1.216699503502e+01,        +4.574437399325e-01,        +4.305135426751e-01,        -4.841193103219e+00
 2.70000000e+01,        +7.071067811865e+00,        +1.226257878609e+01,        +2.417596192064e-01,        +2.180669816754e-01,        -4.767059541826e+00
 2.80000000e+01,        +7.071067811865e+00,        +1.234352790795e+01,        +2.278014255268e-02,        +1.646916567324e-02,        -4.686655985875e+00
 2.90000000e+01,        +7.071067811865e+00,        +1.241027448148e+01,        -1.984682745716e-01,        -1.746472620549e-01,        -4.600912908846e+00
 3.00000000e+01,        +7.071067811865e+00,        +1.246328171515e+01,        -4.210630758270e-01,        -3.556790888113e-01,        -4.510658169461e+00
 3.10000000e+01,        +7.071067811865e+00,        +1.250303294652e+01,        -6.441771458640e-01,        -5.270415993681e-01,        -4.416625438757e+00
 3.20000000e+01,        +7.071067811865e+00,        +1.253002274952e+01,        -8.670704702161e-01,        -6.891597524116e-01,        -4.319462544066e+00
 3.30000000e+01,        +7.071067811865e+00,        +1.254474983653e+01,        -1.089082070363e+00,        -8.424611557964e-01,        -4.219739532254e+00
 3.40000000e+01,        +7.071067811865e+00,        +1.254771147351e+01,        -1.309622345235e+00,        -9.873705588619e-01,        -4.117956320486e+00
 3.50000000e+01,        +7.071067811865e+00,        +1.253939915762e+01,        -1.528165899835e+00,        -1.124305611585e+00,        -4.014549853277e+00
 3.60000000e+01,        +7.071067811865e+00,        +1.252029533849e+01,        -1.744244903643e+00,        -1.253673671964e+00,        -3.909900722587e+00
 3.70000000e+01,        +7.071067811865e+00,        +1.249087099426e+01,        -1.957442993562e+00,        -1.375869473221e+00,        -3.804339235529e+00
 3.80000000e+01,        +7.071067811865e+00,        +1.245158390145e+01,        -2.167389716277e+00,        -1.491273490254e+00,        -3.698150934077e+00
 3.90000000e+01,        +7.071067811865e+00,        +1.240287746236e+01,        -2.373755491161e+00,        -1.600250869883e+00,        -3.591581584742e+00
 4.00000000e+01,        +7.071067811865e+00,        +1.234517997603e+01,        -2.576247065909e+00,        -1.703150811561e+00,        -3.484841665022e+00
